MDS,Port 1,Port 2,Port 3,Port 4,Port 5
11/3/2012 10:00 PM,-345,0.416,-261,0.115,
11/3/2012 10:30 PM,-352,0.412,-261,0.115,
11/3/2012 11:00 PM,-349,0.411,-263,0.115,
11/3/2012 11:30 PM,-349,0.408,-263,0.115,
11/4/2012 12:00 AM,-356,0.406,-266,0.115,
11/4/2012 12:30 AM,-352,0.402,-263,0.115,
11/4/2012 1:00 AM,-352,0.4,-266,0.115,
11/4/2012 1:30 AM,-356,0.399,-261,0.114,
11/4/2012 2:00 AM,-352,0.396,-266,0.115,
11/4/2012 2:30 AM,-352,0.394,-263,0.114,
11/4/2012 3:00 AM,-352,0.393,-266,0.114,
11/4/2012 3:30 AM,-356,0.391,-268,0.114,
11/4/2012 4:00 AM,-356,0.389,-266,0.114,
11/4/2012 4:30 AM,-356,0.388,-266,0.114,
11/4/2012 5:00 AM,-356,0.386,-268,0.114,
11/4/2012 5:30 AM,-352,0.385,-271,0.114,
11/4/2012 6:00 AM,-356,0.383,-268,0.114,
11/4/2012 6:30 AM,-359,0.382,-271,0.114,
11/4/2012 7:00 AM,-359,0.38,-268,0.113,
11/4/2012 7:30 AM,-356,0.379,-271,0.113,
11/4/2012 8:00 AM,-356,0.377,-271,0.113,
11/4/2012 8:30 AM,-359,0.376,-268,0.113,
11/4/2012 9:00 AM,-359,0.375,-271,0.113,
11/4/2012 9:30 AM,-359,0.373,-271,0.113,
11/4/2012 10:00 AM,-359,0.372,-271,0.113,
11/4/2012 10:30 AM,-359,0.372,-271,0.113,
11/4/2012 11:00 AM,-356,0.371,-271,0.113,
11/4/2012 11:30 AM,-356,0.369,-266,0.113,
11/4/2012 12:00 PM,-352,0.368,-266,0.113,
11/4/2012 12:30 PM,-352,0.367,-266,0.113,
11/4/2012 1:00 PM,-352,0.366,-263,0.113,
11/4/2012 1:30 PM,-352,0.366,-261,0.113,
11/4/2012 2:00 PM,-352,0.364,-261,0.113,
11/4/2012 2:30 PM,-352,0.362,-261,0.113,
11/4/2012 3:00 PM,-349,0.361,-261,0.113,
11/4/2012 3:30 PM,-349,0.361,-261,0.113,
11/4/2012 4:00 PM,-345,0.359,-261,0.114,
11/4/2012 4:30 PM,-349,0.357,-263,0.114,
11/4/2012 5:00 PM,-345,0.355,-261,0.114,
11/4/2012 5:30 PM,-345,0.355,-261,0.114,
11/4/2012 6:00 PM,-349,0.352,-261,0.115,
11/4/2012 6:30 PM,-345,0.351,-261,0.115,
11/4/2012 7:00 PM,-345,0.349,-261,0.115,
11/4/2012 7:30 PM,-349,0.348,-263,0.115,
11/4/2012 8:00 PM,-349,0.346,-266,0.115,
11/4/2012 8:30 PM,-349,0.345,-263,0.115,
11/4/2012 9:00 PM,-349,0.343,-266,0.115,
11/4/2012 9:30 PM,-352,0.342,-266,0.115,
11/4/2012 10:00 PM,-349,0.341,-268,0.115,
11/4/2012 10:30 PM,-352,0.34,-266,0.115,
11/4/2012 11:00 PM,-349,0.338,-268,0.114,
11/4/2012 11:30 PM,-352,0.338,-266,0.115,
11/5/2012 12:00 AM,-352,0.337,-268,0.114,
11/5/2012 12:30 AM,-352,0.335,-268,0.114,
11/5/2012 1:00 AM,-352,0.335,-271,0.114,
11/5/2012 1:30 AM,-356,0.334,-271,0.114,
11/5/2012 2:00 AM,-356,0.333,-271,0.114,
11/5/2012 2:30 AM,-352,0.332,-271,0.114,
11/5/2012 3:00 AM,-356,0.332,-271,0.114,
11/5/2012 3:30 AM,-356,0.33,-271,0.114,
11/5/2012 4:00 AM,-356,0.33,-271,0.114,
11/5/2012 4:30 AM,-359,0.328,-273,0.114,
11/5/2012 5:00 AM,-356,0.328,-271,0.114,
11/5/2012 5:30 AM,-359,0.327,-271,0.113,
11/5/2012 6:00 AM,-359,0.326,-271,0.113,
11/5/2012 6:30 AM,-359,0.326,-271,0.113,
11/5/2012 7:00 AM,-359,0.325,-271,0.113,
11/5/2012 7:30 AM,-359,0.325,-273,0.113,
11/5/2012 8:00 AM,-356,0.323,-271,0.113,
11/5/2012 8:30 AM,-359,0.323,-273,0.113,
11/5/2012 9:00 AM,-359,0.321,-273,0.113,
11/5/2012 9:30 AM,-359,0.321,-273,0.113,
11/5/2012 10:00 AM,-359,0.321,-271,0.113,
11/5/2012 10:30 AM,-352,0.32,-268,0.113,
11/5/2012 11:00 AM,-356,0.319,-266,0.113,
11/5/2012 11:30 AM,-356,0.318,-266,0.113,
11/5/2012 12:00 PM,-356,0.318,-263,0.113,
11/5/2012 12:30 PM,-349,0.316,-263,0.113,
11/5/2012 1:00 PM,-349,0.315,-258,0.113,
11/5/2012 1:30 PM,-349,0.315,-261,0.113,
11/5/2012 2:00 PM,-349,0.313,-261,0.113,
11/5/2012 2:30 PM,-345,0.311,-261,0.113,
11/5/2012 3:00 PM,-345,0.31,-261,0.113,
11/5/2012 3:30 PM,-345,0.309,-261,0.113,
11/5/2012 4:00 PM,-342,0.307,-261,0.113,
11/5/2012 4:30 PM,-342,0.305,-261,0.114,
11/5/2012 5:00 PM,-342,0.304,-261,0.114,
11/5/2012 5:30 PM,-345,0.304,-261,0.115,
11/5/2012 6:00 PM,-345,0.302,-263,0.115,
11/5/2012 6:30 PM,-345,0.301,-263,0.115,
11/5/2012 7:00 PM,-345,0.299,-263,0.115,
11/5/2012 7:30 PM,-349,0.298,-263,0.115,
11/5/2012 8:00 PM,-349,0.297,-268,0.115,
11/5/2012 8:30 PM,-349,0.295,-266,0.115,
11/5/2012 9:00 PM,-349,0.294,-268,0.115,
11/5/2012 9:30 PM,-349,0.292,-268,0.115,
11/5/2012 10:00 PM,-349,0.292,-268,0.115,
11/5/2012 10:30 PM,-349,0.291,-266,0.115,
11/5/2012 11:00 PM,-352,0.289,-268,0.115,
11/5/2012 11:30 PM,-352,0.287,-271,0.115,
11/6/2012 12:00 AM,-349,0.287,-271,0.115,
11/6/2012 12:30 AM,-352,0.286,-271,0.115,
11/6/2012 1:00 AM,-352,0.285,-271,0.115,
11/6/2012 1:30 AM,-352,0.284,-271,0.114,
11/6/2012 2:00 AM,-352,0.282,-271,0.114,
11/6/2012 2:30 AM,-356,0.281,-271,0.114,
11/6/2012 3:00 AM,-356,0.281,-271,0.114,
11/6/2012 3:30 AM,-356,0.28,-273,0.114,
11/6/2012 4:00 AM,-356,0.279,-268,0.114,
11/6/2012 4:30 AM,-356,0.278,-273,0.114,
11/6/2012 5:00 AM,-359,0.277,-271,0.114,
11/6/2012 5:30 AM,-356,0.276,-273,0.113,
11/6/2012 6:00 AM,-356,0.275,-273,0.113,
11/6/2012 6:30 AM,-356,0.274,-273,0.113,
11/6/2012 7:00 AM,-356,0.274,-273,0.113,
11/6/2012 7:30 AM,-363,0.273,-273,0.113,
11/6/2012 8:00 AM,-359,0.272,-273,0.113,
11/6/2012 8:30 AM,-363,0.27,-276,0.113,
11/6/2012 9:00 AM,-356,0.27,-273,0.113,
11/6/2012 9:30 AM,-359,0.269,-273,0.112,
11/6/2012 10:00 AM,-359,0.269,-273,0.112,
11/6/2012 10:30 AM,-356,0.267,-271,0.112,
11/6/2012 11:00 AM,-352,0.267,-268,0.113,
11/6/2012 11:30 AM,-356,0.265,-266,0.113,
11/6/2012 12:00 PM,-352,0.264,-266,0.113,
11/6/2012 12:30 PM,-349,0.264,-263,0.113,
11/6/2012 1:00 PM,-345,0.263,-261,0.113,
11/6/2012 1:30 PM,-345,0.261,-258,0.113,
11/6/2012 2:00 PM,-345,0.26,-261,0.113,
11/6/2012 2:30 PM,-345,0.259,-258,0.113,
11/6/2012 3:00 PM,-342,0.258,-258,0.113,
11/6/2012 3:30 PM,-342,0.256,-261,0.113,
11/6/2012 4:00 PM,-342,0.255,-261,0.113,
11/6/2012 4:30 PM,-342,0.253,-258,0.114,
11/6/2012 5:00 PM,-342,0.253,-263,0.115,
11/6/2012 5:30 PM,-342,0.252,-258,0.115,
11/6/2012 6:00 PM,-342,0.25,-258,0.115,
11/6/2012 6:30 PM,-342,0.249,-263,0.115,
11/6/2012 7:00 PM,-345,0.247,-261,0.115,
11/6/2012 7:30 PM,-345,0.247,-266,0.115,
11/6/2012 8:00 PM,-349,0.245,-266,0.115,
11/6/2012 8:30 PM,-345,0.244,-268,0.115,
11/6/2012 9:00 PM,-345,0.243,-263,0.115,
11/6/2012 9:30 PM,-349,0.242,-268,0.115,
11/6/2012 10:00 PM,-345,0.241,-266,0.115,
11/6/2012 10:30 PM,-349,0.24,-266,0.115,
11/6/2012 11:00 PM,-349,0.239,-266,0.115,
11/6/2012 11:30 PM,-349,0.238,-268,0.115,
11/7/2012 12:00 AM,-352,0.236,-266,0.115,
11/7/2012 12:30 AM,-352,0.236,-268,0.115,
11/7/2012 1:00 AM,-352,0.235,-268,0.115,
11/7/2012 1:30 AM,-352,0.234,-271,0.115,
11/7/2012 2:00 AM,-352,0.233,-268,0.114,
11/7/2012 2:30 AM,-352,0.232,-268,0.115,
11/7/2012 3:00 AM,-352,0.231,-268,0.115,
11/7/2012 3:30 AM,-352,0.23,-271,0.114,
11/7/2012 4:00 AM,-352,0.23,-271,0.114,
11/7/2012 4:30 AM,-352,0.229,-271,0.114,
11/7/2012 5:00 AM,-352,0.228,-276,0.114,
11/7/2012 5:30 AM,-356,0.227,-271,0.114,
11/7/2012 6:00 AM,-359,0.226,-273,0.114,
11/7/2012 6:30 AM,-352,0.226,-271,0.114,
11/7/2012 7:00 AM,-352,0.225,-273,0.113,
11/7/2012 7:30 AM,-356,0.225,-273,0.113,
11/7/2012 8:00 AM,-359,0.223,-273,0.113,
11/7/2012 8:30 AM,-359,0.223,-276,0.113,
11/7/2012 9:00 AM,-359,0.222,-276,0.113,
11/7/2012 9:30 AM,-359,0.221,-276,0.113,
11/7/2012 10:00 AM,-359,0.221,-268,0.113,
11/7/2012 10:30 AM,-356,0.219,-268,0.113,
11/7/2012 11:00 AM,-352,0.219,-268,0.113,
11/7/2012 11:30 AM,-352,0.219,-266,0.113,
11/7/2012 12:00 PM,-349,0.219,-261,0.113,
11/7/2012 12:30 PM,-349,0.218,-261,0.113,
11/7/2012 1:00 PM,-345,0.217,-258,0.113,
11/7/2012 1:30 PM,-342,0.216,-258,0.113,
11/7/2012 2:00 PM,-342,0.215,-258,0.113,
11/7/2012 2:30 PM,-338,0.214,-256,0.113,
11/7/2012 3:00 PM,-338,0.213,-258,0.113,
11/7/2012 3:30 PM,-338,0.212,-261,0.113,
11/7/2012 4:00 PM,-338,0.211,-258,0.114,
11/7/2012 4:30 PM,-342,0.21,-256,0.115,
11/7/2012 5:00 PM,-338,0.21,-258,0.115,
11/7/2012 5:30 PM,-338,0.209,-256,0.115,
11/7/2012 6:00 PM,-338,0.207,-256,0.115,
11/7/2012 6:30 PM,-338,0.207,-258,0.115,
11/7/2012 7:00 PM,-338,0.206,-258,0.115,
11/7/2012 7:30 PM,-338,0.206,-263,0.115,
11/7/2012 8:00 PM,-342,0.204,-263,0.115,
11/7/2012 8:30 PM,-345,0.203,-263,0.115,
11/7/2012 9:00 PM,-345,0.202,-263,0.115,
11/7/2012 9:30 PM,-345,0.202,-263,0.115,
11/7/2012 10:00 PM,-345,0.201,-263,0.115,
11/7/2012 10:30 PM,-349,0.2,-263,0.115,
11/7/2012 11:00 PM,-345,0.199,-266,0.115,
11/7/2012 11:30 PM,-349,0.198,-268,0.115,
11/8/2012 12:00 AM,-349,0.197,-266,0.115,
11/8/2012 12:30 AM,-349,0.196,-266,0.115,
11/8/2012 1:00 AM,-352,0.196,-266,0.115,
11/8/2012 1:30 AM,-352,0.196,-266,0.115,
11/8/2012 2:00 AM,-352,0.195,-266,0.115,
11/8/2012 2:30 AM,-352,0.195,-268,0.114,
11/8/2012 3:00 AM,-349,0.194,-268,0.114,
11/8/2012 3:30 AM,-349,0.193,-266,0.115,
11/8/2012 4:00 AM,-349,0.193,-266,0.115,
11/8/2012 4:30 AM,-349,0.192,-266,0.115,
11/8/2012 5:00 AM,-349,0.192,-268,0.115,
11/8/2012 5:30 AM,-352,0.191,-266,0.115,
11/8/2012 6:00 AM,-352,0.191,-266,0.115,
11/8/2012 6:30 AM,-349,0.191,-266,0.114,
11/8/2012 7:00 AM,-349,0.19,-268,0.114,
11/8/2012 7:30 AM,-352,0.19,-266,0.114,
11/8/2012 8:00 AM,-349,0.189,-263,0.114,
11/8/2012 8:30 AM,-349,0.189,-266,0.114,
11/8/2012 9:00 AM,-352,0.188,-266,0.114,
11/8/2012 9:30 AM,-352,0.187,-263,0.114,
11/8/2012 10:00 AM,-349,0.187,-263,0.114,
11/8/2012 10:30 AM,-345,0.186,-261,0.114,
11/8/2012 11:00 AM,-345,0.186,-258,0.114,
11/8/2012 11:30 AM,-345,0.185,-258,0.114,
11/8/2012 12:00 PM,-342,0.185,-256,0.114,
11/8/2012 12:30 PM,-338,0.184,-256,0.114,
11/8/2012 1:00 PM,-338,0.183,-251,0.114,
11/8/2012 1:30 PM,-338,0.183,-251,0.114,
11/8/2012 2:00 PM,-342,0.181,-251,0.114,
11/8/2012 2:30 PM,-338,0.18,-253,0.115,
11/8/2012 3:00 PM,-342,0.18,-253,0.115,
11/8/2012 3:30 PM,-338,0.18,-256,0.115,
11/8/2012 4:00 PM,-335,0.179,-253,0.115,
11/8/2012 4:30 PM,-338,0.179,-251,0.115,
11/8/2012 5:00 PM,-338,0.178,-251,0.115,
11/8/2012 5:30 PM,-338,0.178,-251,0.115,
11/8/2012 6:00 PM,-338,0.177,-251,0.115,
11/8/2012 6:30 PM,-338,0.176,-251,0.115,
11/8/2012 7:00 PM,-338,0.176,-256,0.115,
11/8/2012 7:30 PM,-342,0.175,-256,0.115,
11/8/2012 8:00 PM,-342,0.174,-261,0.115,
11/8/2012 8:30 PM,-342,0.174,-263,0.115,
11/8/2012 9:00 PM,-342,0.173,-261,0.115,
11/8/2012 9:30 PM,-342,0.172,-261,0.115,
11/8/2012 10:00 PM,-345,0.172,-261,0.115,
11/8/2012 10:30 PM,-342,0.171,-261,0.115,
11/8/2012 11:00 PM,-345,0.17,-263,0.115,
11/8/2012 11:30 PM,-349,0.17,-263,0.115,
11/9/2012 12:00 AM,-345,0.169,-263,0.115,
11/9/2012 12:30 AM,-349,0.169,-261,0.115,
11/9/2012 1:00 AM,-345,0.168,-263,0.115,
11/9/2012 1:30 AM,-345,0.168,-261,0.115,
11/9/2012 2:00 AM,-349,0.168,-263,0.115,
11/9/2012 2:30 AM,-349,0.167,-263,0.115,
11/9/2012 3:00 AM,-349,0.167,-263,0.115,
11/9/2012 3:30 AM,-349,0.166,-263,0.115,
11/9/2012 4:00 AM,-352,0.166,-263,0.115,
11/9/2012 4:30 AM,-349,0.166,-266,0.115,
11/9/2012 5:00 AM,-352,0.165,-266,0.115,
11/9/2012 5:30 AM,-349,0.165,-266,0.115,
11/9/2012 6:00 AM,-352,0.164,-268,0.115,
11/9/2012 6:30 AM,-352,0.164,-268,0.115,
11/9/2012 7:00 AM,-352,0.163,-268,0.115,
11/9/2012 7:30 AM,-352,0.162,-268,0.114,
11/9/2012 8:00 AM,-352,0.162,-273,0.114,
11/9/2012 8:30 AM,-356,0.162,-268,0.114,
11/9/2012 9:00 AM,-356,0.162,-268,0.114,
11/9/2012 9:30 AM,-356,0.162,-266,0.114,
11/9/2012 10:00 AM,-349,0.162,-266,0.114,
11/9/2012 10:30 AM,-349,0.161,-263,0.114,
11/9/2012 11:00 AM,-349,0.161,-261,0.114,
11/9/2012 11:30 AM,-345,0.161,-261,0.114,
11/9/2012 12:00 PM,-345,0.16,-258,0.115,
11/9/2012 12:30 PM,-342,0.159,-253,0.115,
11/9/2012 1:00 PM,-338,0.159,-253,0.115,
11/9/2012 1:30 PM,-342,0.159,-253,0.115,
11/9/2012 2:00 PM,-338,0.158,-253,0.115,
11/9/2012 2:30 PM,-338,0.157,-248,0.115,
11/9/2012 3:00 PM,-338,0.157,-253,0.115,
11/9/2012 3:30 PM,-338,0.157,-256,0.115,
11/9/2012 4:00 PM,-335,0.157,-251,0.115,
11/9/2012 4:30 PM,-332,0.156,-251,0.115,
11/9/2012 5:00 PM,-335,0.156,-253,0.115,
11/9/2012 5:30 PM,-335,0.156,-251,0.116,
11/9/2012 6:00 PM,-335,0.156,-253,0.116,
11/9/2012 6:30 PM,-335,0.156,-251,0.116,
11/9/2012 7:00 PM,-335,0.156,-253,0.117,
11/9/2012 7:30 PM,-338,0.155,-253,0.117,
11/9/2012 8:00 PM,-342,0.154,-253,0.117,
11/9/2012 8:30 PM,-338,0.154,-253,0.117,
11/9/2012 9:00 PM,-338,0.152,-256,0.117,
11/9/2012 9:30 PM,-338,0.152,-258,0.117,
11/9/2012 10:00 PM,-338,0.152,-258,0.117,
11/9/2012 10:30 PM,-342,0.152,-256,0.117,
11/9/2012 11:00 PM,-342,0.151,-258,0.116,
11/9/2012 11:30 PM,-338,0.151,-258,0.117,
11/10/2012 12:00 AM,-342,0.151,-258,0.116,
11/10/2012 12:30 AM,-342,0.15,-256,0.117,
11/10/2012 1:00 AM,-338,0.15,-258,0.117,
11/10/2012 1:30 AM,-338,0.149,-256,0.117,
11/10/2012 2:00 AM,-338,0.149,-258,0.117,
11/10/2012 2:30 AM,-338,0.149,-258,0.117,
11/10/2012 3:00 AM,-338,0.148,-256,0.117,
11/10/2012 3:30 AM,-342,0.148,-258,0.117,
11/10/2012 4:00 AM,-342,0.147,-256,0.117,
11/10/2012 4:30 AM,-342,0.147,-256,0.117,
11/10/2012 5:00 AM,-342,0.147,-256,0.116,
11/10/2012 5:30 AM,-342,0.146,-256,0.116,
11/10/2012 6:00 AM,-345,0.145,-258,0.116,
11/10/2012 6:30 AM,-342,0.145,-256,0.116,
11/10/2012 7:00 AM,-342,0.145,-256,0.116,
11/10/2012 7:30 AM,-342,0.145,-256,0.116,
11/10/2012 8:00 AM,-345,0.145,-256,0.116,
11/10/2012 8:30 AM,-342,0.144,-256,0.116,
11/10/2012 9:00 AM,-342,0.144,-256,0.116,
11/10/2012 9:30 AM,-345,0.144,-256,0.116,
11/10/2012 10:00 AM,-345,0.142,-256,0.115,
11/10/2012 10:30 AM,-342,0.142,-256,0.115,
11/10/2012 11:00 AM,-342,0.142,-256,0.115,
11/10/2012 11:30 AM,-342,0.141,-253,0.115,
11/10/2012 12:00 PM,-342,0.141,-253,0.115,
11/10/2012 12:30 PM,-338,0.14,-248,0.115,
11/10/2012 1:00 PM,-338,0.14,-251,0.115,
11/10/2012 1:30 PM,-342,0.14,-251,0.115,
11/10/2012 2:00 PM,-335,0.14,-251,0.116,
11/10/2012 2:30 PM,-335,0.14,-248,0.116,
11/10/2012 3:00 PM,-338,0.14,-251,0.116,
11/10/2012 3:30 PM,-332,0.14,-253,0.116,
11/10/2012 4:00 PM,-332,0.139,-251,0.117,
11/10/2012 4:30 PM,-332,0.139,-253,0.117,
11/10/2012 5:00 PM,-329,0.139,-251,0.117,
11/10/2012 5:30 PM,-332,0.139,-253,0.117,
11/10/2012 6:00 PM,-332,0.139,-251,0.117,
11/10/2012 6:30 PM,-332,0.139,-248,0.117,
11/10/2012 7:00 PM,-332,0.139,-251,0.117,
11/10/2012 7:30 PM,-332,0.138,-251,0.117,
11/10/2012 8:00 PM,-335,0.138,-251,0.117,
11/10/2012 8:30 PM,-332,0.137,-253,0.117,
11/10/2012 9:00 PM,-332,0.137,-253,0.117,
11/10/2012 9:30 PM,-332,0.137,-251,0.117,
11/10/2012 10:00 PM,-335,0.137,-251,0.117,
11/10/2012 10:30 PM,-335,0.137,-251,0.117,
11/10/2012 11:00 PM,-338,0.136,-251,0.117,
11/10/2012 11:30 PM,-338,0.135,-253,0.117,
11/11/2012 12:00 AM,-335,0.135,-253,0.117,
11/11/2012 12:30 AM,-338,0.134,-256,0.117,
11/11/2012 1:00 AM,-338,0.134,-256,0.117,
11/11/2012 1:30 AM,-342,0.134,-256,0.117,
11/11/2012 2:00 AM,-342,0.134,-256,0.117,
11/11/2012 2:30 AM,-349,0.134,-258,0.117,
11/11/2012 3:00 AM,-345,0.134,-261,0.117,
11/11/2012 3:30 AM,-345,0.133,-263,0.117,
11/11/2012 4:00 AM,-345,0.132,-261,0.116,
11/11/2012 4:30 AM,-345,0.132,-266,0.116,
11/11/2012 5:00 AM,-349,0.132,-263,0.116,
11/11/2012 5:30 AM,-352,0.132,-266,0.115,
11/11/2012 6:00 AM,-352,0.131,-268,0.115,
11/11/2012 6:30 AM,-352,0.131,-271,0.115,
11/11/2012 7:00 AM,-352,0.13,-271,0.115,
11/11/2012 7:30 AM,-356,0.13,-268,0.115,
11/11/2012 8:00 AM,-356,0.13,-271,0.115,
11/11/2012 8:30 AM,-359,0.129,-273,0.115,
11/11/2012 9:00 AM,-359,0.129,-271,0.115,
11/11/2012 9:30 AM,-356,0.128,-273,0.115,
11/11/2012 10:00 AM,-352,0.128,-271,0.115,
11/11/2012 10:30 AM,-356,0.128,-268,0.115,
11/11/2012 11:00 AM,-356,0.128,-268,0.115,
11/11/2012 11:30 AM,-352,0.128,-268,0.115,
11/11/2012 12:00 PM,-349,0.128,-263,0.115,
11/11/2012 12:30 PM,-349,0.128,-263,0.114,
11/11/2012 1:00 PM,-345,0.128,-263,0.114,
11/11/2012 1:30 PM,-349,0.128,-263,0.114,
11/11/2012 2:00 PM,-349,0.128,-266,0.114,
11/11/2012 2:30 PM,-349,0.128,-268,0.115,
11/11/2012 3:00 PM,-345,0.128,-268,0.115,
11/11/2012 3:30 PM,-349,0.128,-271,0.114,
11/11/2012 4:00 PM,-345,0.128,-268,0.115,
11/11/2012 4:30 PM,-349,0.128,-268,0.115,
11/11/2012 5:00 PM,-345,0.128,-268,0.115,
11/11/2012 5:30 PM,-349,0.128,-268,0.115,
11/11/2012 6:00 PM,-349,0.128,-268,0.115,
11/11/2012 6:30 PM,-345,0.128,-268,0.115,
11/11/2012 7:00 PM,-356,0.128,-271,0.115,
11/11/2012 7:30 PM,-349,0.128,-273,0.115,
11/11/2012 8:00 PM,-349,0.128,-273,0.115,
11/11/2012 8:30 PM,-356,0.128,-271,0.115,
11/11/2012 9:00 PM,-356,0.128,-273,0.115,
11/11/2012 9:30 PM,-356,0.127,-276,0.115,
11/11/2012 10:00 PM,-359,0.127,-273,0.115,
11/11/2012 10:30 PM,-359,0.126,-281,0.115,
11/11/2012 11:00 PM,-359,0.125,-279,0.115,
11/11/2012 11:30 PM,-359,0.125,-281,0.114,
11/12/2012 12:00 AM,-363,0.125,-279,0.114,
11/12/2012 12:30 AM,-363,0.125,-281,0.114,
11/12/2012 1:00 AM,-363,0.124,-281,0.114,
11/12/2012 1:30 AM,-363,0.124,-284,0.114,
11/12/2012 2:00 AM,-363,0.124,-284,0.113,
11/12/2012 2:30 AM,-370,0.124,-281,0.113,
11/12/2012 3:00 AM,-366,0.123,-287,0.113,
11/12/2012 3:30 AM,-370,0.123,-284,0.113,
11/12/2012 4:00 AM,-370,0.123,-290,0.113,
11/12/2012 4:30 AM,-370,0.123,-290,0.113,
11/12/2012 5:00 AM,-370,0.123,-290,0.112,
11/12/2012 5:30 AM,-374,0.123,-292,0.112,
11/12/2012 6:00 AM,-374,0.122,-298,0.112,
11/12/2012 6:30 AM,-374,0.122,-295,0.112,
11/12/2012 7:00 AM,-370,0.122,-298,0.112,
11/12/2012 7:30 AM,-374,0.122,-295,0.111,
11/12/2012 8:00 AM,-378,0.122,-295,0.111,
11/12/2012 8:30 AM,-378,0.122,-295,0.111,
11/12/2012 9:00 AM,-381,0.121,-298,0.111,
11/12/2012 9:30 AM,-378,0.121,-298,0.111,
11/12/2012 10:00 AM,-374,0.121,-298,0.111,
11/12/2012 10:30 AM,-378,0.121,-298,0.111,
11/12/2012 11:00 AM,-378,0.121,-298,0.111,
11/12/2012 11:30 AM,-374,0.121,-292,0.111,
11/12/2012 12:00 PM,-374,0.121,-292,0.111,
11/12/2012 12:30 PM,-370,0.121,-290,0.111,
11/12/2012 1:00 PM,-374,0.121,-284,0.111,
11/12/2012 1:30 PM,-370,0.122,-287,0.111,
11/12/2012 2:00 PM,-370,0.122,-284,0.111,
11/12/2012 2:30 PM,-370,0.122,-287,0.111,
11/12/2012 3:00 PM,-366,0.122,-284,0.111,
11/12/2012 3:30 PM,-366,0.123,-284,0.111,
11/12/2012 4:00 PM,-366,0.123,-284,0.111,
11/12/2012 4:30 PM,-366,0.123,-284,0.111,
11/12/2012 5:00 PM,-363,0.124,-284,0.111,
11/12/2012 5:30 PM,-363,0.124,-284,0.111,
11/12/2012 6:00 PM,-363,0.124,-284,0.111,
11/12/2012 6:30 PM,-363,0.124,-284,0.111,
11/12/2012 7:00 PM,-363,0.124,-281,0.111,
11/12/2012 7:30 PM,-363,0.123,-284,0.111,
11/12/2012 8:00 PM,-363,0.123,-287,0.111,
11/12/2012 8:30 PM,-366,0.123,-284,0.111,
11/12/2012 9:00 PM,-366,0.123,-287,0.111,
11/12/2012 9:30 PM,-366,0.123,-287,0.111,
11/12/2012 10:00 PM,-366,0.123,-287,0.111,
11/12/2012 10:30 PM,-370,0.122,-284,0.111,
11/12/2012 11:00 PM,-366,0.122,-287,0.111,
11/12/2012 11:30 PM,-370,0.122,-290,0.111,
11/13/2012 12:00 AM,-370,0.122,-290,0.111,
11/13/2012 12:30 AM,-374,0.122,-290,0.111,
11/13/2012 1:00 AM,-370,0.122,-287,0.111,
11/13/2012 1:30 AM,-374,0.122,-290,0.111,
11/13/2012 2:00 AM,-370,0.122,-290,0.111,
11/13/2012 2:30 AM,-370,0.121,-290,0.111,
11/13/2012 3:00 AM,-370,0.121,-290,0.111,
11/13/2012 3:30 AM,-374,0.121,-290,0.111,
11/13/2012 4:00 AM,-374,0.121,-290,0.111,
11/13/2012 4:30 AM,-374,0.12,-292,0.111,
11/13/2012 5:00 AM,-374,0.12,-287,0.111,
11/13/2012 5:30 AM,-374,0.12,-290,0.111,
11/13/2012 6:00 AM,-378,0.12,-290,0.111,
11/13/2012 6:30 AM,-374,0.12,-290,0.111,
11/13/2012 7:00 AM,-374,0.12,-287,0.111,
11/13/2012 7:30 AM,-378,0.12,-287,0.111,
11/13/2012 8:00 AM,-378,0.12,-290,0.111,
11/13/2012 8:30 AM,-378,0.12,-290,0.111,
11/13/2012 9:00 AM,-374,0.12,-290,0.111,
11/13/2012 9:30 AM,-374,0.12,-287,0.111,
11/13/2012 10:00 AM,-378,0.12,-287,0.111,
11/13/2012 10:30 AM,-378,0.12,-287,0.111,
11/13/2012 11:00 AM,-374,0.12,-287,0.111,
11/13/2012 11:30 AM,-374,0.12,-287,0.111,
11/13/2012 12:00 PM,-374,0.12,-284,0.111,
11/13/2012 12:30 PM,-374,0.12,-287,0.111,
11/13/2012 1:00 PM,-370,0.12,-279,0.111,
11/13/2012 1:30 PM,-370,0.12,-279,0.111,
11/13/2012 2:00 PM,-370,0.12,-276,0.111,
11/13/2012 2:30 PM,-370,0.12,-276,0.111,
11/13/2012 3:00 PM,-366,0.121,-279,0.111,
11/13/2012 3:30 PM,-366,0.122,-276,0.111,
11/13/2012 4:00 PM,-366,0.122,-279,0.111,
11/13/2012 4:30 PM,-363,0.122,-276,0.111,
11/13/2012 5:00 PM,-363,0.122,-279,0.112,
11/13/2012 5:30 PM,-363,0.123,-276,0.112,
11/13/2012 6:00 PM,-363,0.123,-276,0.113,
11/13/2012 6:30 PM,-363,0.123,-279,0.113,
11/13/2012 7:00 PM,-366,0.122,-281,0.112,
11/13/2012 7:30 PM,-366,0.122,-284,0.112,
11/13/2012 8:00 PM,-366,0.122,-279,0.112,
11/13/2012 8:30 PM,-366,0.122,-284,0.112,
11/13/2012 9:00 PM,-370,0.122,-281,0.112,
11/13/2012 9:30 PM,-366,0.121,-287,0.111,
11/13/2012 10:00 PM,-370,0.121,-287,0.111,
